epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,4866.2,0.50103,0.28742,0.89126,0.97322,0.98543,0.98995,0.91596,0.42216,0.22696,0.82313,0.005446,0.005446,0.005446
186,4892.37,0.50246,0.28777,0.89611,0.96972,0.99045,0.98961,0.91872,0.42077,0.22767,0.82275,0.00542125,0.00542125,0.00542125
187,4918.49,0.49892,0.28574,0.89562,0.96684,0.99085,0.98891,0.92024,0.41247,0.22501,0.82168,0.0053965,0.0053965,0.0053965
188,4944.72,0.4969,0.28423,0.89306,0.97259,0.98544,0.98977,0.92044,0.41471,0.22508,0.82333,0.00537175,0.00537175,0.00537175
189,4970.92,0.50128,0.28883,0.89577,0.97242,0.98539,0.99,0.92174,0.41243,0.22359,0.82196,0.005347,0.005347,0.005347
190,4997.1,0.49717,0.28636,0.89208,0.97234,0.98552,0.98969,0.92004,0.41303,0.22417,0.82202,0.00532225,0.00532225,0.00532225
191,5023.3,0.49637,0.28564,0.89299,0.97209,0.98563,0.98992,0.92054,0.414,0.22431,0.82205,0.0052975,0.0052975,0.0052975
192,5049.44,0.49451,0.28333,0.889,0.97597,0.98612,0.98992,0.92086,0.41578,0.22545,0.82291,0.00527275,0.00527275,0.00527275
193,5075.67,0.49697,0.2849,0.89364,0.97266,0.98562,0.99002,0.92171,0.41079,0.22391,0.82209,0.005248,0.005248,0.005248
194,5101.86,0.49461,0.28505,0.89111,0.97391,0.98526,0.98947,0.91939,0.41301,0.22509,0.82211,0.00522325,0.00522325,0.00522325
195,5128.1,0.49556,0.28388,0.89116,0.97386,0.98439,0.98932,0.91945,0.41191,0.22334,0.82185,0.0051985,0.0051985,0.0051985
196,5154.24,0.49144,0.28222,0.89023,0.97495,0.98563,0.98972,0.92104,0.41039,0.22251,0.82104,0.00517375,0.00517375,0.00517375
197,5180.34,0.49437,0.28454,0.89238,0.9744,0.9845,0.98956,0.91967,0.41342,0.22311,0.82111,0.005149,0.005149,0.005149
198,5206.54,0.49992,0.28635,0.89385,0.9727,0.98444,0.98956,0.92074,0.40937,0.22316,0.82032,0.00512425,0.00512425,0.00512425
199,5232.69,0.4921,0.28184,0.89067,0.9726,0.98435,0.9901,0.91984,0.40765,0.22265,0.82039,0.0050995,0.0050995,0.0050995
200,5258.87,0.49421,0.28295,0.88973,0.97249,0.98426,0.99,0.91715,0.41205,0.22379,0.82106,0.00507475,0.00507475,0.00507475
201,5285,0.49281,0.28232,0.89268,0.97098,0.98358,0.98926,0.91871,0.41302,0.22107,0.82121,0.00505,0.00505,0.00505
202,5311.16,0.48873,0.27919,0.89239,0.97195,0.98511,0.9894,0.91852,0.41343,0.22146,0.82152,0.00502525,0.00502525,0.00502525
203,5337.39,0.49312,0.28286,0.89061,0.97377,0.98658,0.99077,0.9173,0.41481,0.22255,0.82168,0.0050005,0.0050005,0.0050005
204,5363.51,0.48966,0.28185,0.89195,0.97352,0.98543,0.99,0.91876,0.41564,0.22196,0.82194,0.00497575,0.00497575,0.00497575
205,5389.66,0.48962,0.28314,0.89095,0.97266,0.98431,0.98962,0.91681,0.41625,0.22238,0.82197,0.004951,0.004951,0.004951
206,5415.74,0.48813,0.28137,0.88823,0.97282,0.9837,0.98966,0.91886,0.41244,0.22226,0.82097,0.00492625,0.00492625,0.00492625
207,5441.9,0.49082,0.28108,0.89173,0.97032,0.98336,0.9893,0.91698,0.41393,0.22273,0.82076,0.0049015,0.0049015,0.0049015
208,5468.03,0.48723,0.2797,0.88929,0.9711,0.98489,0.98966,0.91801,0.40944,0.22179,0.82007,0.00487675,0.00487675,0.00487675
209,5494.12,0.49127,0.28155,0.89318,0.97166,0.98488,0.98959,0.92106,0.40528,0.21955,0.81943,0.004852,0.004852,0.004852
210,5520.3,0.48767,0.28173,0.88807,0.97152,0.98464,0.98963,0.91811,0.40792,0.22007,0.82075,0.00482725,0.00482725,0.00482725
211,5546.5,0.49252,0.28075,0.88928,0.97112,0.9849,0.98974,0.91765,0.40868,0.21933,0.82098,0.0048025,0.0048025,0.0048025
212,5572.6,0.48831,0.28055,0.88733,0.9708,0.98478,0.98948,0.91715,0.40867,0.21859,0.82026,0.00477775,0.00477775,0.00477775
213,5598.74,0.49253,0.28067,0.89077,0.96989,0.98402,0.98921,0.91815,0.4083,0.21899,0.82009,0.004753,0.004753,0.004753
214,5624.81,0.48718,0.28,0.89212,0.97028,0.98399,0.9889,0.91908,0.40745,0.219,0.81982,0.00472825,0.00472825,0.00472825
215,5650.9,0.49124,0.28043,0.88965,0.97231,0.9859,0.98959,0.91949,0.40679,0.21891,0.81931,0.0047035,0.0047035,0.0047035
216,5677.04,0.48479,0.27921,0.89007,0.97286,0.98566,0.98962,0.92036,0.40445,0.21745,0.81911,0.00467875,0.00467875,0.00467875
217,5703.17,0.48361,0.27931,0.8885,0.97364,0.98484,0.9896,0.92006,0.40611,0.2183,0.81936,0.004654,0.004654,0.004654
218,5729.35,0.48608,0.27769,0.88974,0.97408,0.98641,0.99032,0.92069,0.40684,0.21901,0.81967,0.00462925,0.00462925,0.00462925
219,5755.58,0.4842,0.27693,0.89046,0.97102,0.98538,0.98897,0.91841,0.41116,0.21959,0.82041,0.0046045,0.0046045,0.0046045
220,5781.72,0.48618,0.27987,0.89205,0.97163,0.98546,0.98929,0.9201,0.40738,0.21835,0.81991,0.00457975,0.00457975,0.00457975
221,5807.92,0.48287,0.27722,0.88695,0.97391,0.98554,0.9888,0.92023,0.4073,0.21919,0.82018,0.004555,0.004555,0.004555
222,5834.02,0.481,0.27636,0.88724,0.97357,0.98545,0.98884,0.92067,0.40668,0.21862,0.81988,0.00453025,0.00453025,0.00453025
223,5860.12,0.48241,0.2779,0.88827,0.97133,0.98469,0.98898,0.92009,0.40784,0.21911,0.82027,0.0045055,0.0045055,0.0045055
224,5886.35,0.48417,0.27595,0.88845,0.97434,0.9847,0.98925,0.92187,0.40621,0.21868,0.81992,0.00448075,0.00448075,0.00448075
225,5912.54,0.48253,0.27721,0.88966,0.97465,0.98473,0.98909,0.92063,0.4097,0.21842,0.8211,0.004456,0.004456,0.004456
226,5938.58,0.47958,0.27624,0.88595,0.97095,0.98448,0.98907,0.92113,0.40781,0.21757,0.8207,0.00443125,0.00443125,0.00443125
227,5964.73,0.48376,0.27569,0.88868,0.97092,0.98458,0.98902,0.92287,0.40534,0.21605,0.82044,0.0044065,0.0044065,0.0044065
228,5990.96,0.48422,0.27806,0.88554,0.97088,0.98466,0.98896,0.92052,0.40574,0.21747,0.81995,0.00438175,0.00438175,0.00438175
229,6017.09,0.48552,0.27847,0.88816,0.97109,0.98478,0.98881,0.92175,0.40537,0.2172,0.81989,0.004357,0.004357,0.004357
230,6043.23,0.47696,0.2724,0.88389,0.97227,0.98544,0.98928,0.92299,0.40513,0.21725,0.82007,0.00433225,0.00433225,0.00433225
231,6069.4,0.48667,0.27615,0.89188,0.97227,0.98544,0.98927,0.92438,0.4033,0.21765,0.81965,0.0043075,0.0043075,0.0043075
232,6095.58,0.48376,0.27756,0.88776,0.97276,0.9861,0.98959,0.92329,0.4018,0.21737,0.81883,0.00428275,0.00428275,0.00428275
233,6121.88,0.47743,0.2756,0.88578,0.97297,0.98612,0.98982,0.92357,0.40019,0.21762,0.81812,0.004258,0.004258,0.004258
234,6148.06,0.48194,0.27491,0.88665,0.97267,0.98618,0.99016,0.9228,0.39983,0.21655,0.81799,0.00423325,0.00423325,0.00423325
235,6174.12,0.47656,0.2747,0.88387,0.97307,0.98623,0.98992,0.92227,0.40011,0.2162,0.81801,0.0042085,0.0042085,0.0042085
236,6200.19,0.48297,0.27631,0.88614,0.9731,0.98617,0.98966,0.9238,0.39717,0.21564,0.81724,0.00418375,0.00418375,0.00418375
237,6226.37,0.47546,0.27368,0.88489,0.97309,0.98617,0.9895,0.92268,0.39643,0.21526,0.81737,0.004159,0.004159,0.004159
238,6252.54,0.4727,0.27182,0.88282,0.97316,0.9861,0.9897,0.9224,0.39672,0.21496,0.81748,0.00413425,0.00413425,0.00413425
239,6278.68,0.47558,0.27285,0.88569,0.9724,0.98557,0.98982,0.9227,0.39634,0.21455,0.81738,0.0041095,0.0041095,0.0041095
240,6304.78,0.47469,0.2708,0.886,0.97209,0.98548,0.98942,0.92192,0.39577,0.21476,0.81683,0.00408475,0.00408475,0.00408475
241,6330.88,0.47431,0.27225,0.88488,0.97157,0.98463,0.98921,0.9223,0.39443,0.2153,0.81638,0.00406,0.00406,0.00406
242,6357.13,0.4778,0.2738,0.88535,0.97138,0.98462,0.98931,0.92256,0.39344,0.21521,0.81608,0.00403525,0.00403525,0.00403525
243,6383.23,0.4736,0.27157,0.88326,0.97145,0.98462,0.98906,0.92214,0.3947,0.21553,0.81606,0.0040105,0.0040105,0.0040105
244,6409.43,0.47658,0.27351,0.88499,0.97195,0.98529,0.98905,0.92229,0.39449,0.21596,0.8158,0.00398575,0.00398575,0.00398575
245,6435.48,0.46889,0.27122,0.8839,0.9709,0.98463,0.98905,0.92233,0.39434,0.21602,0.8157,0.003961,0.003961,0.003961
246,6461.75,0.47318,0.27186,0.8845,0.97096,0.98479,0.98908,0.92153,0.39618,0.21639,0.81624,0.00393625,0.00393625,0.00393625
247,6487.86,0.4703,0.27035,0.88309,0.97059,0.98481,0.98913,0.92198,0.39434,0.21584,0.81596,0.0039115,0.0039115,0.0039115
248,6514.04,0.47073,0.27145,0.88146,0.97053,0.98483,0.98895,0.92102,0.39439,0.21566,0.81613,0.00388675,0.00388675,0.00388675
249,6540.23,0.47286,0.27021,0.88523,0.97067,0.9848,0.98899,0.92191,0.3957,0.21558,0.81665,0.003862,0.003862,0.003862
250,6566.3,0.47031,0.26902,0.88117,0.97096,0.98521,0.98889,0.92283,0.39537,0.21589,0.81672,0.00383725,0.00383725,0.00383725
251,6592.35,0.47332,0.26974,0.88541,0.97148,0.98492,0.98919,0.92291,0.39597,0.21598,0.81691,0.0038125,0.0038125,0.0038125
252,6618.44,0.46977,0.27048,0.88365,0.97057,0.98436,0.98899,0.92192,0.39614,0.21567,0.81687,0.00378775,0.00378775,0.00378775
253,6644.7,0.46845,0.27022,0.8807,0.97021,0.98459,0.98883,0.92233,0.39617,0.21597,0.81707,0.003763,0.003763,0.003763
254,6670.82,0.4712,0.27022,0.88379,0.97104,0.98502,0.98961,0.92138,0.39636,0.2154,0.81716,0.00373825,0.00373825,0.00373825
255,6697.04,0.4668,0.26874,0.88138,0.97123,0.98494,0.98973,0.92258,0.39726,0.21473,0.81744,0.0037135,0.0037135,0.0037135
256,6723.09,0.4686,0.26615,0.88388,0.97397,0.98491,0.98958,0.92206,0.39832,0.21422,0.81787,0.00368875,0.00368875,0.00368875
257,6749.31,0.4658,0.26591,0.88156,0.97125,0.9848,0.98984,0.92263,0.39713,0.21334,0.81772,0.003664,0.003664,0.003664
258,6775.36,0.46825,0.26867,0.88224,0.97207,0.9848,0.98967,0.92241,0.39696,0.21333,0.81759,0.00363925,0.00363925,0.00363925
259,6801.5,0.46519,0.26735,0.8832,0.97235,0.98482,0.98982,0.92142,0.39748,0.21349,0.81785,0.0036145,0.0036145,0.0036145
260,6827.67,0.46698,0.26977,0.8833,0.9731,0.98551,0.99013,0.92169,0.39744,0.21394,0.8179,0.00358975,0.00358975,0.00358975
261,6853.85,0.46581,0.2696,0.8823,0.97284,0.98541,0.98961,0.92174,0.39717,0.21397,0.81786,0.003565,0.003565,0.003565
262,6879.96,0.46717,0.26857,0.88541,0.97359,0.98599,0.99007,0.92193,0.39674,0.21349,0.81781,0.00354025,0.00354025,0.00354025
263,6906.15,0.46756,0.26771,0.88045,0.97348,0.98585,0.99003,0.92204,0.39681,0.21306,0.81789,0.0035155,0.0035155,0.0035155
264,6932.26,0.46556,0.26577,0.88377,0.97277,0.98521,0.98975,0.92218,0.39626,0.21256,0.81793,0.00349075,0.00349075,0.00349075
265,6958.48,0.46585,0.26731,0.88308,0.9727,0.98509,0.98973,0.92253,0.39619,0.21294,0.81786,0.003466,0.003466,0.003466
266,6984.7,0.46797,0.27017,0.88406,0.97334,0.98578,0.99019,0.92216,0.39706,0.21328,0.81784,0.00344125,0.00344125,0.00344125
267,7010.76,0.46123,0.26542,0.88094,0.97363,0.98577,0.99024,0.92216,0.39697,0.21316,0.81773,0.0034165,0.0034165,0.0034165
268,7036.88,0.46604,0.26925,0.88108,0.9735,0.98541,0.99019,0.92313,0.39631,0.21365,0.8176,0.00339175,0.00339175,0.00339175
269,7062.94,0.4686,0.26958,0.88206,0.97323,0.98544,0.99018,0.92309,0.39591,0.21376,0.81768,0.003367,0.003367,0.003367
270,7089.05,0.4656,0.26834,0.88066,0.97366,0.98548,0.99018,0.92315,0.39531,0.21325,0.81774,0.00334225,0.00334225,0.00334225
271,7115.19,0.46634,0.26772,0.88622,0.97377,0.9855,0.99016,0.92269,0.39587,0.21282,0.81789,0.0033175,0.0033175,0.0033175
272,7141.34,0.4664,0.26975,0.88172,0.97408,0.98551,0.99016,0.92372,0.39527,0.21261,0.81783,0.00329275,0.00329275,0.00329275
273,7167.49,0.46405,0.26683,0.88299,0.97431,0.98551,0.99021,0.92407,0.39522,0.21228,0.81789,0.003268,0.003268,0.003268
274,7193.63,0.46049,0.26799,0.8803,0.97465,0.98331,0.99022,0.92386,0.39556,0.21229,0.81783,0.00324325,0.00324325,0.00324325
275,7219.79,0.46163,0.26514,0.88314,0.97434,0.98334,0.99021,0.92366,0.39499,0.21265,0.81773,0.0032185,0.0032185,0.0032185
276,7245.91,0.45872,0.26429,0.87849,0.97374,0.98444,0.99012,0.92384,0.39451,0.21285,0.81765,0.00319375,0.00319375,0.00319375
277,7272.06,0.4589,0.26525,0.87917,0.9741,0.98359,0.99016,0.92411,0.39468,0.21264,0.81772,0.003169,0.003169,0.003169
278,7298.18,0.46068,0.26552,0.88133,0.97317,0.9844,0.99001,0.92424,0.39417,0.21284,0.81745,0.00314425,0.00314425,0.00314425
279,7324.3,0.46213,0.26494,0.87957,0.97321,0.98463,0.98986,0.92353,0.3944,0.21366,0.81755,0.0031195,0.0031195,0.0031195
280,7350.59,0.45647,0.26373,0.87812,0.97327,0.98524,0.99001,0.92408,0.3942,0.21382,0.8174,0.00309475,0.00309475,0.00309475
281,7376.85,0.46264,0.2658,0.87972,0.97331,0.98481,0.98983,0.92375,0.39436,0.21354,0.81752,0.00307,0.00307,0.00307
282,7402.91,0.4562,0.26344,0.88018,0.97327,0.98476,0.98977,0.9233,0.39425,0.21333,0.81751,0.00304525,0.00304525,0.00304525
283,7429.13,0.45926,0.26507,0.87554,0.97364,0.9846,0.98969,0.92334,0.39364,0.21385,0.8173,0.0030205,0.0030205,0.0030205
284,7455.28,0.46423,0.26735,0.88245,0.97306,0.98535,0.98974,0.92385,0.39332,0.21432,0.81717,0.00299575,0.00299575,0.00299575
285,7481.46,0.45959,0.26444,0.88188,0.97309,0.98569,0.98965,0.92459,0.39385,0.21438,0.81734,0.002971,0.002971,0.002971
286,7507.56,0.45651,0.2637,0.87576,0.97302,0.98589,0.98984,0.92361,0.39389,0.21416,0.81718,0.00294625,0.00294625,0.00294625
287,7533.67,0.4559,0.26467,0.87798,0.97306,0.98591,0.98978,0.92362,0.39334,0.21389,0.81694,0.0029215,0.0029215,0.0029215
288,7559.73,0.45766,0.2634,0.87798,0.97301,0.98591,0.98978,0.92416,0.39325,0.21371,0.81669,0.00289675,0.00289675,0.00289675
289,7585.9,0.45487,0.26279,0.8792,0.97087,0.98596,0.98937,0.92486,0.39306,0.21385,0.81655,0.002872,0.002872,0.002872
290,7612.05,0.45636,0.26427,0.8779,0.971,0.98596,0.98953,0.92458,0.39323,0.21401,0.81665,0.00284725,0.00284725,0.00284725
291,7638.14,0.45511,0.26284,0.87946,0.97097,0.98597,0.98955,0.9248,0.39272,0.21334,0.81655,0.0028225,0.0028225,0.0028225
292,7664.29,0.45173,0.26285,0.8765,0.97348,0.98617,0.9897,0.92488,0.39228,0.21316,0.81651,0.00279775,0.00279775,0.00279775
293,7690.4,0.45695,0.2619,0.87918,0.97191,0.98662,0.98973,0.92457,0.39259,0.21321,0.81668,0.002773,0.002773,0.002773
294,7716.58,0.45573,0.26536,0.88027,0.97298,0.98609,0.98962,0.92395,0.39253,0.21287,0.81657,0.00274825,0.00274825,0.00274825
295,7742.69,0.45447,0.26396,0.87779,0.97261,0.98622,0.98956,0.92367,0.39247,0.21292,0.81661,0.0027235,0.0027235,0.0027235
296,7768.77,0.4546,0.2616,0.87779,0.97237,0.98644,0.98963,0.92419,0.39257,0.21287,0.81664,0.00269875,0.00269875,0.00269875
297,7794.91,0.4506,0.2609,0.87394,0.97279,0.9861,0.98954,0.92402,0.39302,0.21304,0.81661,0.002674,0.002674,0.002674
298,7821.08,0.45206,0.26109,0.8761,0.97281,0.98604,0.98952,0.92349,0.39295,0.21303,0.81651,0.00264925,0.00264925,0.00264925
299,7847.3,0.44508,0.25757,0.87467,0.97288,0.98592,0.98955,0.92407,0.3927,0.21326,0.81646,0.0026245,0.0026245,0.0026245
300,7873.35,0.45024,0.25961,0.8768,0.97282,0.98589,0.98961,0.92408,0.3929,0.21328,0.81654,0.00259975,0.00259975,0.00259975
301,7899.56,0.45399,0.26007,0.8788,0.97305,0.98416,0.98949,0.92418,0.39272,0.21338,0.8165,0.002575,0.002575,0.002575
302,7925.65,0.44915,0.25883,0.87873,0.97394,0.98346,0.98953,0.92346,0.39262,0.21328,0.8165,0.00255025,0.00255025,0.00255025
303,7951.83,0.45073,0.26112,0.87627,0.97368,0.98285,0.98956,0.92414,0.39255,0.21331,0.81653,0.0025255,0.0025255,0.0025255
304,7977.91,0.4484,0.25978,0.87791,0.97561,0.98212,0.98958,0.92362,0.39258,0.21346,0.81657,0.00250075,0.00250075,0.00250075
305,8004.07,0.44756,0.25915,0.87453,0.97582,0.98206,0.98954,0.92448,0.39292,0.2133,0.81665,0.002476,0.002476,0.002476
306,8030.12,0.4512,0.25999,0.87784,0.97517,0.98195,0.98971,0.92378,0.39294,0.21316,0.81673,0.00245125,0.00245125,0.00245125
307,8056.23,0.44463,0.25895,0.87441,0.97535,0.98149,0.98961,0.92506,0.39301,0.21343,0.81675,0.0024265,0.0024265,0.0024265
308,8082.35,0.45004,0.25858,0.87698,0.97456,0.98149,0.98961,0.92545,0.39304,0.21384,0.81676,0.00240175,0.00240175,0.00240175
309,8108.34,0.44675,0.25892,0.87465,0.97387,0.98203,0.98934,0.92461,0.39293,0.21399,0.81668,0.002377,0.002377,0.002377
310,8134.44,0.44795,0.25665,0.87584,0.9746,0.98081,0.98937,0.92489,0.39311,0.21415,0.81667,0.00235225,0.00235225,0.00235225
311,8160.59,0.44557,0.25709,0.87577,0.97513,0.98069,0.98928,0.92477,0.39314,0.21438,0.81664,0.0023275,0.0023275,0.0023275
312,8186.66,0.4487,0.25736,0.87768,0.97511,0.9807,0.98935,0.92428,0.39339,0.21446,0.81676,0.00230275,0.00230275,0.00230275
313,8212.68,0.44632,0.259,0.87465,0.97173,0.98513,0.98944,0.92406,0.39321,0.21441,0.81667,0.002278,0.002278,0.002278
314,8238.65,0.44544,0.25663,0.87447,0.97173,0.98515,0.98941,0.92383,0.39299,0.21438,0.81663,0.00225325,0.00225325,0.00225325
315,8264.81,0.44253,0.25753,0.87209,0.97174,0.98519,0.98942,0.92407,0.39307,0.21428,0.81672,0.0022285,0.0022285,0.0022285
316,8291.03,0.44442,0.25585,0.87416,0.97223,0.98492,0.98942,0.92427,0.39281,0.21409,0.81672,0.00220375,0.00220375,0.00220375
317,8317.15,0.44407,0.25762,0.87663,0.97222,0.9849,0.98927,0.9241,0.39301,0.21447,0.81686,0.002179,0.002179,0.002179
318,8343.19,0.44102,0.25502,0.87364,0.97218,0.98493,0.98932,0.92402,0.3933,0.21461,0.81685,0.00215425,0.00215425,0.00215425
319,8369.27,0.4482,0.25959,0.87794,0.97226,0.98493,0.98944,0.92385,0.39324,0.21488,0.81682,0.0021295,0.0021295,0.0021295
320,8395.35,0.44267,0.25587,0.87411,0.97197,0.98513,0.98945,0.92434,0.39305,0.21482,0.81672,0.00210475,0.00210475,0.00210475
321,8421.46,0.44491,0.25686,0.87663,0.97198,0.98513,0.98946,0.92408,0.39321,0.21479,0.81676,0.00208,0.00208,0.00208
322,8447.58,0.44211,0.25648,0.8775,0.97192,0.98514,0.98944,0.92385,0.39335,0.21465,0.81675,0.00205525,0.00205525,0.00205525
323,8473.68,0.44414,0.25499,0.87628,0.97289,0.98376,0.98943,0.92386,0.39368,0.21444,0.81694,0.0020305,0.0020305,0.0020305
324,8499.8,0.43918,0.25472,0.8729,0.97155,0.9849,0.98921,0.92388,0.39369,0.21414,0.81703,0.00200575,0.00200575,0.00200575
325,8525.99,0.43759,0.25324,0.87063,0.97151,0.9849,0.98924,0.92327,0.39403,0.21425,0.81712,0.001981,0.001981,0.001981
326,8552.14,0.44043,0.25441,0.87046,0.97267,0.98405,0.9893,0.92321,0.39411,0.21429,0.81721,0.00195625,0.00195625,0.00195625
327,8578.3,0.439,0.2535,0.87362,0.97271,0.98399,0.98931,0.9231,0.39423,0.21437,0.81724,0.0019315,0.0019315,0.0019315
328,8604.33,0.44077,0.25429,0.87433,0.97287,0.98396,0.98924,0.92259,0.39432,0.21447,0.81723,0.00190675,0.00190675,0.00190675
329,8630.8,0.44032,0.25382,0.87329,0.97237,0.98514,0.98936,0.92373,0.39451,0.2146,0.81735,0.001882,0.001882,0.001882
330,8656.92,0.44225,0.25491,0.87537,0.97174,0.9852,0.98914,0.92325,0.39457,0.21456,0.81727,0.00185725,0.00185725,0.00185725
331,8683.01,0.4375,0.25346,0.87233,0.97253,0.98512,0.98915,0.92257,0.39453,0.21477,0.81727,0.0018325,0.0018325,0.0018325
332,8709.26,0.43859,0.25321,0.87202,0.9723,0.98511,0.98921,0.92385,0.39484,0.21508,0.81734,0.00180775,0.00180775,0.00180775
333,8735.37,0.4369,0.25323,0.86996,0.97232,0.98508,0.98931,0.92355,0.39527,0.21514,0.81741,0.001783,0.001783,0.001783
334,8761.43,0.43801,0.25458,0.87125,0.97301,0.98502,0.98916,0.92342,0.39552,0.21529,0.81744,0.00175825,0.00175825,0.00175825
335,8787.58,0.43466,0.25125,0.87079,0.97298,0.985,0.98918,0.92246,0.39555,0.21553,0.8175,0.0017335,0.0017335,0.0017335
336,8813.71,0.43401,0.25202,0.87071,0.97301,0.98497,0.98913,0.92398,0.39577,0.21537,0.81754,0.00170875,0.00170875,0.00170875
337,8839.74,0.43732,0.25356,0.87482,0.97306,0.98494,0.98918,0.92216,0.39614,0.21526,0.81755,0.001684,0.001684,0.001684
338,8865.82,0.43835,0.25158,0.87343,0.97309,0.98491,0.9892,0.92306,0.39633,0.21537,0.81759,0.00165925,0.00165925,0.00165925
339,8891.99,0.43168,0.25042,0.86807,0.97321,0.98489,0.98912,0.92297,0.39638,0.21557,0.81757,0.0016345,0.0016345,0.0016345
340,8918.06,0.43454,0.25154,0.8698,0.97314,0.98488,0.98921,0.92275,0.39609,0.21546,0.81742,0.00160975,0.00160975,0.00160975
341,8944.03,0.43332,0.25074,0.87103,0.97304,0.98489,0.98907,0.92309,0.39623,0.21568,0.81752,0.001585,0.001585,0.001585
342,8970.08,0.43127,0.24979,0.87033,0.97319,0.98488,0.9892,0.92285,0.3966,0.21573,0.81748,0.00156025,0.00156025,0.00156025
343,8996.02,0.43363,0.25087,0.873,0.97327,0.98487,0.98917,0.92336,0.39664,0.21589,0.81747,0.0015355,0.0015355,0.0015355
344,9022.08,0.43177,0.24982,0.86981,0.97336,0.98486,0.9891,0.92308,0.39711,0.21622,0.81758,0.00151075,0.00151075,0.00151075
345,9048.1,0.4347,0.2503,0.87199,0.97305,0.98488,0.98908,0.92273,0.3972,0.21605,0.8176,0.001486,0.001486,0.001486
346,9074.16,0.4295,0.249,0.86997,0.97309,0.98487,0.98911,0.9223,0.39733,0.21622,0.81768,0.00146125,0.00146125,0.00146125
347,9100.15,0.43349,0.25164,0.87347,0.97322,0.98486,0.98894,0.92263,0.39729,0.21604,0.81767,0.0014365,0.0014365,0.0014365
348,9126.3,0.42857,0.24777,0.86994,0.97344,0.98485,0.98901,0.92252,0.39748,0.21636,0.81776,0.00141175,0.00141175,0.00141175
349,9152.33,0.42849,0.24964,0.86889,0.97319,0.98486,0.98901,0.92231,0.39763,0.21635,0.8178,0.001387,0.001387,0.001387
350,9178.46,0.43113,0.25019,0.87086,0.97326,0.98487,0.98902,0.92281,0.3979,0.21652,0.81787,0.00136225,0.00136225,0.00136225
351,9204.55,0.42553,0.24901,0.86644,0.9732,0.98486,0.98898,0.92266,0.3983,0.21688,0.81796,0.0013375,0.0013375,0.0013375
352,9230.71,0.4294,0.24896,0.86985,0.97335,0.98485,0.9889,0.92236,0.39844,0.21659,0.81807,0.00131275,0.00131275,0.00131275
353,9256.81,0.43052,0.24905,0.87249,0.97312,0.98485,0.98899,0.92291,0.39874,0.21655,0.8181,0.001288,0.001288,0.001288
354,9283.6,0.42782,0.24752,0.87093,0.97325,0.98482,0.98894,0.92194,0.39891,0.21712,0.81814,0.00126325,0.00126325,0.00126325
355,9310.22,0.4262,0.24844,0.86804,0.97318,0.98483,0.98889,0.92205,0.39883,0.21705,0.81803,0.0012385,0.0012385,0.0012385
356,9336.41,0.42771,0.24815,0.87107,0.97317,0.98483,0.9888,0.92242,0.39911,0.21714,0.81808,0.00121375,0.00121375,0.00121375
357,9362.51,0.42524,0.24794,0.86782,0.97329,0.98481,0.98874,0.92244,0.39927,0.21748,0.81811,0.001189,0.001189,0.001189
358,9388.62,0.4307,0.25,0.87272,0.97328,0.9848,0.98884,0.92225,0.39932,0.21737,0.81813,0.00116425,0.00116425,0.00116425
359,9414.65,0.43176,0.24727,0.87375,0.97321,0.9848,0.98868,0.92212,0.39914,0.21734,0.81812,0.0011395,0.0011395,0.0011395
360,9440.7,0.42503,0.24585,0.8674,0.97324,0.98479,0.9886,0.92257,0.39914,0.21724,0.81808,0.00111475,0.00111475,0.00111475
361,9466.83,0.42446,0.24616,0.86649,0.97404,0.98544,0.98903,0.92188,0.39901,0.21748,0.81808,0.00109,0.00109,0.00109
362,9492.83,0.42486,0.24703,0.87054,0.97402,0.98544,0.98897,0.92232,0.39902,0.21728,0.81813,0.00106525,0.00106525,0.00106525
363,9518.97,0.42356,0.24574,0.86706,0.97392,0.98544,0.98888,0.92242,0.39915,0.21727,0.81817,0.0010405,0.0010405,0.0010405
364,9545.07,0.42482,0.24689,0.87058,0.97394,0.98543,0.98892,0.92208,0.39931,0.21736,0.81825,0.00101575,0.00101575,0.00101575
365,9571.22,0.42382,0.24492,0.86971,0.97387,0.98543,0.98893,0.92197,0.39951,0.21735,0.81829,0.000991,0.000991,0.000991
366,9597.3,0.4227,0.24616,0.86503,0.97384,0.98542,0.98883,0.92205,0.39978,0.21734,0.81836,0.00096625,0.00096625,0.00096625
367,9623.36,0.41976,0.24344,0.86403,0.97376,0.98542,0.98877,0.92155,0.39991,0.21741,0.81834,0.0009415,0.0009415,0.0009415
368,9649.37,0.42527,0.24495,0.86976,0.97369,0.98541,0.98886,0.92183,0.4003,0.21764,0.81845,0.00091675,0.00091675,0.00091675
369,9675.42,0.41504,0.24268,0.8646,0.9735,0.98541,0.98872,0.92162,0.40053,0.21757,0.81855,0.000892,0.000892,0.000892
370,9701.46,0.42004,0.24365,0.86718,0.97355,0.98541,0.9888,0.92176,0.40068,0.21788,0.81855,0.00086725,0.00086725,0.00086725
371,9727.46,0.42213,0.24357,0.86872,0.97353,0.98541,0.98871,0.92203,0.40101,0.21826,0.81865,0.0008425,0.0008425,0.0008425
